OBJECTID,Park_Name,Functional,Condition,RoofMatrl,Water,Electricty,Comment,InspctDate,BuildName,Area_Sqft,Stories,Sprinkler,HC_Access,Cooling,Heating,wpMaterial,RoofStruct,Sewer,NaturalGas,LPGas,Telephone,Cable
1170,Black Mesa Nature Preserve,Park Office/Visitor Center,,,,,,6/7/2012,,425,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1171,Black Mesa Nature Preserve,Bathhouse/Comfort Station,,,,,,6/7/2012,,926,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1172,Boiling Springs State Park,Bathhouse/Comfort Station,Keep,Asphalt,Yes,No,,6/6/2012,,851,1,No,Accessible,None,None,Concrete,Gable,Yes,No,Yes,No,No
1173,Boiling Springs State Park,Other,,,,,Old Pumphouse CCC,6/6/2012,CCC Pumphouse,270,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1174,Boiling Springs State Park,Well House,,,,,,6/6/2012,CCC Water Tank,368,2,No,Non-Accessible,None,None,Wood,,,,,,
1175,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,768,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1176,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,656,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1177,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,628,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1178,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,631,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1179,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,651,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1180,Boiling Springs State Park,Community Building,,,,,,6/6/2012,,4156,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
1181,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,606,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1182,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,588,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1183,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,624,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1184,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,583,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1185,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,626,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1186,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,725,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1187,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,703,1,No,Usable,Window Unit,Window Unit,Combination,,,,,,
1188,Boiling Springs State Park,Community Building,,,,,,6/6/2012,,1205,1,No,Usable,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1189,Boiling Springs State Park,Storage Building,,,,,Needs Repair,6/12/2012,,70,1,No,Non-Accessible,None,None,Wood,,,,,,
1190,Boiling Springs State Park,Storage Building,,,,,,6/12/2012,,212,1,No,Non-Accessible,None,None,Wood,,,,,,
1191,Boiling Springs State Park,Residence,,,,,,6/12/2012,,2052,1,No,Usable,Central,Central,Wood,,,,,,
1192,Boiling Springs State Park,Maintenance Building,,,,,,6/12/2012,,3757,1,No,Usable,Window Unit,Window Unit,Metal,,,,,,
1193,Boiling Springs State Park,Storage Building,,,,,,6/12/2012,,72,1,No,Usable,None,None,Metal,,,,,,
1194,Boiling Springs State Park,Maintenance Building,,,,,,6/12/2012,,3285,1,No,Usable,Window Unit,Window Unit,Metal,,,,,,
1195,Boiling Springs State Park,Residence,,,,,,6/12/2012,,1095,1,No,Usable,Central,Central,Wood,,,,,,
1196,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,857,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1197,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 6,405,1,No,Non-Accessible,None,None,Wood,,,,,,
1198,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 11,501,1,No,Non-Accessible,None,None,Wood,,,,,,
1199,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 10,475,1,No,Non-Accessible,None,None,Wood,,,,,,
1200,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 9,410,1,No,Non-Accessible,None,None,Wood,,,,,,
1201,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 8,542,1,No,Non-Accessible,None,None,Wood,,,,,,
1202,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 7,358,1,No,Non-Accessible,None,None,Wood,,,,,,
1203,Boiling Springs State Park,,,,,,,6/6/2012,,358,1,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1204,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,1156,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1205,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 1,784,1,No,Usable,None,None,Wood,,,,,,
1206,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 2,932,1,No,Usable,None,None,Wood,,,,,,
1207,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 3,921,1,No,Usable,None,None,Wood,,,,,,
1208,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 4,1018,1,No,Usable,None,None,Wood,,,,,,
1209,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 5,710,1,No,Usable,None,None,Wood,,,,,,
1210,Boiling Springs State Park,,,,,,,6/6/2012,,2746,1,No,Non-Accessible,None,None,Combination,,,,,,
1211,Boiling Springs State Park,Cabin,,,,,,6/6/2012,,780,1,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1212,Boiling Springs State Park,,,,,,,6/6/2012,,2953,1,No,Usable,Central,Central,Combination,,,,,,
1213,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,910,1,No,Usable,None,None,Wood,,,,,,
1214,Boiling Springs State Park,Well House,,,,,"Eves Need Repair, Doors Need Paint",6/6/2012,,233,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1215,Boiling Springs State Park,Bathhouse/Comfort Station,,,,,,6/6/2012,,620,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1216,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 1/2,1438,1,Yes,Usable,Central,Central,Wood,,,,,,
1217,Boiling Springs State Park,Cabin,,,,,,6/6/2012,Cabin 3/4,1408,1,Yes,Usable,Central,Central,Wood,,,,,,
1218,Boiling Springs State Park,Park Office/Visitor Center,,,,,,6/6/2012,Park Office,1880,1,No,Usable,Central,Central,Wood,,,,,,
1219,Boiling Springs State Park,Other,,,,,Pool Pump House,6/12/2012,,283,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1220,Boiling Springs State Park,Other,,,,,Pool House,6/12/2012,,3525,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1221,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,556,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1222,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,181,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1223,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,190,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1224,Great Salt Plains State Park,Maintenance Building,,,,,Cement Building,5/17/2012,Army Corps of Engineers,137,1,No,Non-Accessible,None,None,Other,,,,,,
1225,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,870,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1226,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,121,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1227,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,130,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1228,Great Salt Plains State Park,Maintenance Building,,,,,,5/16/2012,,83,1,No,Non-Accessible,None,None,Wood,,,,,,
1229,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,684,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1230,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,230,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1231,Great Salt Plains State Park,,,,,,,5/17/2012,,101,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1232,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,411,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1233,Great Salt Plains State Park,,,,,,,5/17/2012,,58,1,No,Non-Accessible,None,None,Wood,,,,,,
1236,Great Salt Plains State Park,Community Building,,,,,,5/17/2012,Community Building,2595,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
1237,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,512,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1238,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,434,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1239,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,466,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1240,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,523,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1241,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,404,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1242,Great Salt Plains State Park,Cabin,,,,,,5/17/2012,,566,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1243,Great Salt Plains State Park,Bathhouse/Comfort Station,,,,,Remove,5/17/2012,,446,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1244,Great Salt Plains State Park,Residence,,,,,,5/17/2012,,921,1,No,Usable,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1245,Great Salt Plains State Park,Residence,,,,,,5/17/2012,,2529,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
1246,Great Salt Plains State Park,Storage Building,,,,,,5/17/2012,Pesticide Storage,276,1,No,Non-Accessible,None,None,Metal,,,,,,
1247,Great Salt Plains State Park,Maintenance Building,,,,,,5/17/2012,,1977,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1248,Great Salt Plains State Park,Park Office/Visitor Center,,,,,,5/17/2012,,3912,1,No,Accessible,Central,Central,Metal,,,,,,
1249,Great Salt Plains State Park,Storage Building,,,,,,5/17/2012,,113,1,No,Non-Accessible,None,None,Metal,,,,,,
1250,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,11/30/2020,Well House,187,1,No,Usable,None,None,Wood,Gable,No,No,No,No,No
1251,Little Sahara State Park,Bathhouse/Comfort Station,Keep,Concrete,Yes,Yes,6 capacity,11/30/2020,Restroom,683,1,No,Usable,None,None,Masonry/Concrete,Gable,Yes,No,No,No,No
1252,Little Sahara State Park,Pit /Toilet,Keep,Metal,No,No,,11/30/2020,Pit/Toilet,67,1,No,Non-Accessible,None,None,Wood,Gable,Yes,No,No,No,No
1254,Little Sahara State Park,Gate Station,Keep,Metal,No,Yes,This gate house (tickret) will be upgrade by 2021,5/10/2012,Gate House (Ticket),443,1,No,Non-Accessible,Window Unit,None,Wood,Gable,No,No,No,No,No
1255,Little Sahara State Park,Pit /Toilet,Keep,Asphalt,No,No,,11/30/2020,Pit/Toilet,81,1,No,Non-Accessible,None,None,Wood,Gable,Yes,No,No,No,No
1256,Little Sahara State Park,Park Office/Visitor Center,Keep,Asphalt,Yes,Yes,,12/1/2020,Park Office,3408,1,No,Accessible,Central,Central,Masonry/Concrete,Gable,Yes,Yes,No,Yes,Yes
1260,Little Sahara State Park,Bathhouse/Comfort Station,Keep,Concrete,Yes,Yes,4 showers and 2 bathroom,12/1/2020,Bathroom,1075,1,No,Accessible,None,None,Masonry/Concrete,Gable,Yes,No,No,Yes,Yes
1261,Little Sahara State Park,Bathhouse/Comfort Station,Keep,Asphalt,Yes,Yes,,5/11/2012,Bathroom,1299,1,No,Accessible,None,None,Masonry/Concrete,Gable,No,No,No,No,No
1262,Little Sahara State Park,Gate Station,Keep,Metal,No,Yes,This gate house (tickret) will be upgrade by 2021,12/1/2020,Fee Collection Gate House,222,1,No,Non-Accessible,Window Unit,None,Wood,Gable,No,No,No,No,No
1263,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,5/11/2012,Well House,52,1,No,Non-Accessible,None,None,Wood,Gable,No,No,No,No,No
1264,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,5/11/2012,Well House,173,1,No,Non-Accessible,None,None,Wood,Gable,No,No,No,No,No
1265,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,12/1/2020,Well House,171,1,No,Non-Accessible,None,None,Wood,Gable,No,No,No,No,No
1266,Little Sahara State Park,Park Office/Visitor Center,Keep,Asphalt,Yes,Yes,This building will be the new park office by 2021,12/1/2020,The new park office by 2021,3928,1,No,Accessible,Window Unit,Window Unit,Metal,Gable,Yes,No,No,Yes,Yes
1267,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,5/11/2012,Well House,131,1,No,Non-Accessible,None,None,Wood,Gable,No,No,No,No,No
1268,Little Sahara State Park,Maintenance Building,Keep,Asphalt,Yes,Yes,,5/11/2012,Maintenance Building,1806,1,No,Accessible,Central,Central,Masonry/Concrete,Gable,Yes,No,No,No,No
1269,Little Sahara State Park,Maintenance Building,Keep,Metal,No,Yes,,5/11/2012,Maintenance Building,67,1,No,Non-Accessible,None,None,Metal,Gable,No,No,No,No,No
1270,Little Sahara State Park,Well House,Keep,Asphalt,No,Yes,,5/11/2012,Well House,105,1,No,Non-Accessible,None,None,Masonry/Concrete,Gable,No,No,No,No,No
1271,Little Sahara State Park,Storage Building,Keep,Metal,No,No,,5/11/2012,Storage House,238,1,No,Accessible,None,None,Metal,Gable,No,No,No,No,No
1272,Little Sahara State Park,Storage Building,Keep,Metal,No,No,,12/1/2012,Storage Shop,251,1,No,Non-Accessible,None,None,Metal,Gable,No,No,No,No,No
1273,Little Sahara State Park,Storage Building,Keep,Metal,No,No,,12/1/2020,Storage Shop,512,1,No,Accessible,None,None,Metal,Gable,No,No,No,No,No
1274,Little Sahara State Park,Storage Building,Keep,Asphalt,No,No,,5/11/2012,Residence-StorageHouse,305,2,No,Non-Accessible,Window Unit,None,Metal,Gable,No,No,No,No,No
1275,Little Sahara State Park,Residence,Keep,Asphalt,Yes,Yes,,12/1/2020,Residence,1592,1,No,Usable,Central,Central,Combination,Gable,Yes,Yes,No,Yes,Yes
1276,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,Concrete Roof,10/23/2012,CA Road Campground Comfort Station 5,1018,1,No,Accessible,None,Other,Masonry/Concrete,,,,,,
1277,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,Shingled Roof,10/23/2012,Canyon Campground Comfort Station 4,683,1,No,Non-Accessible,None,Central,Masonry/Concrete,,,,,,
1278,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 1,617,1,No,Non-Accessible,None,None,Wood,,,,,,
1279,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 2,672,1,No,Non-Accessible,None,None,Wood,,,,,,
1280,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 3,658,1,No,Non-Accessible,None,None,Wood,,,,,,
1281,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 4,702,1,No,Non-Accessible,None,None,Wood,,,,,,
1282,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 5,700,1,No,Non-Accessible,None,None,Wood,,,,,,
1283,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 6,665,1,No,Non-Accessible,None,None,Wood,,,,,,
1284,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 7,604,1,No,Non-Accessible,None,None,Wood,,,,,,
1285,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 8,607,1,No,Non-Accessible,None,None,Wood,,,,,,
1286,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 9,709,1,No,Non-Accessible,None,None,Wood,,,,,,
1287,Red Rock Canyon State Park,Bunkhouse,,,,,,11/5/2012,Group Camp Bunkhouse 10,719,1,No,Non-Accessible,None,None,Wood,,,,,,
1288,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,,11/5/2012,Group Camp Men's Bathhouse,809,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1289,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,,11/5/2012,Group Camp Women's Bathhouse,756,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1290,Red Rock Canyon State Park,Community Building,,,,,,11/5/2012,Group Camp Community Building,3400,1,No,Non-Accessible,Window Unit,Central,Masonry/Concrete,,,,,,
1291,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,,11/6/2012,Canyon Campground Comfort Station 3,1380,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1292,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,,11/6/2012,Canyon Campground Swimming Pool Bathhouse,1318,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1293,Red Rock Canyon State Park,Well House,,,,,,11/6/2012,Canyon Campground Swimming Pool Well House,46,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1294,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,Concrete Roof,11/6/2012,Canyon Campground Comfort Station 2,1309,1,No,Accessible,None,Other,Masonry/Concrete,,,,,,
1295,Red Rock Canyon State Park,Well House,,,,,,11/6/2012,Walnut Grove Well House,141,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1296,Red Rock Canyon State Park,Bathhouse/Comfort Station,,,,,,11/6/2012,Canyon Campground Comfort Station 1,631,1,No,Non-Accessible,None,Central,Masonry/Concrete,,,,,,
1297,Red Rock Canyon State Park,Maintenance Building,,,,,,11/6/2012,Maintntenance Barn,1747,1,No,Non-Accessible,None,Other,Masonry/Concrete,,,,,,
1298,Red Rock Canyon State Park,Maintenance Building,,,,,,11/6/2012,Maintntenance Storage Building,296,1,No,Non-Accessible,None,None,Metal,,,,,,
1299,Red Rock Canyon State Park,Residence,,,,,,11/6/2012,Park Residence,1824,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1300,Red Rock Canyon State Park,Storage Building,,,,,,11/6/2012,Park Residence Storage Shed,86,1,No,Non-Accessible,None,None,Metal,,,,,,
1301,Red Rock Canyon State Park,Park Office/Visitor Center,,,,,,11/6/2012,Park Office,1511,1,No,Accessible,Central,Central,Wood,,,,,,
1302,Red Rock Canyon State Park,Storage Building,,,,,,11/6/2012,Park Office Storage Shed,283,1,No,Non-Accessible,None,None,Metal,,,,,,
1303,Fort Cobb State Park,Pit /Toilet,,,,,,2/28/2013,,117,1,No,Accessible,None,None,Combination,,,,,,
1304,Fort Cobb State Park,Pit /Toilet,,,,,,2/28/2013,,125,1,No,Accessible,None,None,Combination,,,,,,
1305,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,3/1/2013,Caddo Hill Campground Comfort Station,1175,1,No,Accessible,Other,Other,Masonry/Concrete,,,,,,
1306,Fort Cobb State Park,Residence,,,,,,3/1/2013,Park Manager,3440,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1307,Fort Cobb State Park,Other,,,,,Park Manager Garage,3/1/2013,Park Manager Garage,1188,1,No,Non-Accessible,None,None,Metal,,,,,,
1308,Fort Cobb State Park,Maintenance Building,,,,,,3/1/2013,Maintntenance Building,6823,1,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1309,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,3/1/2013,Area 4 Restroom,993,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1310,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,3/1/2013,Area 4 Restroom,670,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1311,Fort Cobb State Park,Well House,,,,,,3/1/2013,Area 4 Well House,34,1,No,Non-Accessible,None,None,Metal,,,,,,
1313,Fort Cobb State Park,Pit /Toilet,,,,,,3/2/2013,Sycamore Road Campground Comfort Station,148,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1314,Fort Cobb State Park,Community Building,,,,,,3/1/2013,Community Building,2999,1,No,Usable,Central,Central,Combination,,,,,,
1315,Fort Cobb State Park,,,,,,,3/1/2013,House Shed,117,1,No,Non-Accessible,None,None,Wood,,,,,,
1316,Fort Cobb State Park,Well House,,,,,,3/1/2013,Well in Maintenance Area,137,1,No,Non-Accessible,None,None,Combination,,,,,,
1317,Fort Cobb State Park,Storage Building,,,,,,3/1/2013,Storage,321,1,No,Non-Accessible,None,None,Combination,,,,,,
1318,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,3/2/2013,Marina Comfort Station,343,1,No,Non-Accessible,None,None,Combination,,,,,,
1319,Fort Cobb State Park,Storage Building,,,,,,6/20/2012,,268,1,No,Non-Accessible,None,None,Wood,,,,,,
1320,Fort Cobb State Park,,,,,,,6/20/2012,,331,1,No,Non-Accessible,None,None,Wood,,,,,,
1321,Fort Cobb State Park,Clubhouse/Pro shop,,,,,Pro Shop,6/20/2012,,2809,1,No,Usable,Central,Central,Wood,,,,,,
1322,Fort Cobb State Park,Maintenance Building,,,,,Storage Building,6/20/2012,Maintenance Area,2545,1,No,Non-Accessible,None,None,Metal,,,,,,
1323,Fort Cobb State Park,Storage Building,,,,,,6/20/2012,,58,1,No,Non-Accessible,None,None,Metal,,,,,,
1324,Fort Cobb State Park,Storage Building,,,,,,6/20/2012,,47,1,No,Non-Accessible,None,None,Metal,,,,,,
1325,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,6/27/2012,,837,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1326,Fort Cobb State Park,Well House,,,,,,6/27/2012,,139,1,No,Non-Accessible,None,None,Wood,,,,,,
1327,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,6/27/2012,,248,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1328,Fort Cobb State Park,Pit /Toilet,,,,,,6/28/2012,,115,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1329,Fort Cobb State Park,Well House,,,,,,6/28/2012,,215,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1331,Fort Cobb State Park,Well House,,,,,,6/28/2012,,94,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1332,Fort Cobb State Park,Community Building,,,,,With Three grills and Water and Fire Ring,6/28/2012,,1907,1,No,Usable,Central,Central,Wood,,,,,,
1333,Fort Cobb State Park,Bathhouse/Comfort Station,,,,,,6/28/2012,,710,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1334,Foss State Park,Bathhouse/Comfort Station,,,,,,12/13/2013,Buffalo Bend Campground Comfort Station,820,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1335,Foss State Park,Bathhouse/Comfort Station,,,,,,12/13/2013,Cutberth Campground,667,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1336,Foss State Park,Pit /Toilet,,,,,,12/13/2013,Sunset Beach Pit Toilet,79,1,No,Non-Accessible,None,None,Wood,,,,,,
1337,Foss State Park,Pit /Toilet,,,,,,12/13/2013,Sunset Beach Pit Toilet,64,1,No,Non-Accessible,None,None,Wood,,,,,,
1338,Foss State Park,Park Office/Visitor Center,,,,,,12/14/2013,Main Office and Nature Center,2106,1,No,Accessible,Central,Central,Combination,,,,,,
1339,Foss State Park,Residence,,,,,,12/14/2013,Manager Residence,3252,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1340,Foss State Park,Storage Building,,,,,,12/14/2013,Manager Residence Storage Building,245,1,No,Non-Accessible,None,None,Wood,,,,,,
1341,Foss State Park,Storage Building,,,,,,12/14/2013,Maintenance Area Storage Building,2290,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1342,Foss State Park,Storage Building,,,,,,12/14/2013,Maintenance Area Storage Building,147,1,No,Non-Accessible,None,None,Metal,,,,,,
1343,Foss State Park,Storage Building,,,,,,12/14/2013,Maintenance Area Storage Building 5,75,1,No,Non-Accessible,None,None,Metal,,,,,,
