OBJECTID,Park_Name,Functional,Condition,RoofMatrl,Water,Electricty,Comment,InspctDate,BuildName,Area_Sqft,Stories,Sprinkler,HC_Access,Cooling,Heating,wpMaterial,RoofStruct,Sewer,NaturalGas,LPGas,Telephone,Cable
976,Beavers Bend State Park,Cabin,,,,,"Window Unit AC, Fire Ring, Picnic Table, Pedistal Grill",8/2/2009,Park View Cabin#1,685,1,No,Non-Accessible,Other,Other,Other,,,,,,
977,Beavers Bend State Park,Cabin,,,,,Window Unit AC,8/2/2009,Park View Cabin#2,526,1,No,Usable,Other,Other,Other,,,,,,
978,Beavers Bend State Park,Cabin,,,,,"Window Unit AC, Pedistal Grill",8/2/2009,Park View Cabin#3,658,1,No,Non-Accessible,Other,Other,Other,,,,,,
979,Beavers Bend State Park,Cabin,,,,,Window Unit AC; Func_Other: Lantern Post,8/2/2009,Park View Cabin#4,672,1,No,Non-Accessible,Other,Other,Other,,,,,,
980,Beavers Bend State Park,Cabin,,,,,"Window Unit AC, Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#5,670,1,No,Non-Accessible,Other,Other,Other,,,,,,
981,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#15,639,1,No,Non-Accessible,Central,Central,Other,,,,,,
982,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#14,668,1,No,Usable,Central,Central,,,,,,,
983,Beavers Bend State Park,Cabin,,,,,,8/2/2009,Park View Cabin#20/21,1396,1,No,Usable,Central,Central,Wood,,,,,,
984,Beavers Bend State Park,Cabin,,,,,"Fire Ring x2, Picnic Tablex2, Pedistal Grill x2",8/2/2009,Park View Cabin#22/23,1492,1,No,Usable,Central,Central,Other,,,,,,
985,Beavers Bend State Park,Cabin,,,,,"Window Unit AC, Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#13,540,1,No,Usable,Other,Other,Other,,,,,,
986,Beavers Bend State Park,Cabin,,,,,"Window Unit AC; Func_Other: Picnic Table, Pedestal Grill, Fire Ring",8/2/2009,Park View Cabin#12,660,1,No,Usable,Other,Other,Other,,,,,,
987,Beavers Bend State Park,Cabin,,,,,"Large Deck; Func_Other: Picnic Table, Pedestal Grill, Fire Ring",8/2/2009,Park View Cabin#11,575,1,No,Non-Accessible,Central,Other,Other,,,,,,
988,Beavers Bend State Park,Cabin,,,,,"Lantern Post, Picnic Table, Pedistal Grill, Fire Ring,",8/2/2009,Park View Cabin#10,880,1,No,Accessible,Central,Central,Other,,,,,,
989,Beavers Bend State Park,Cabin,,,,,"Lantern Post, Picnic Table, Pedistal Grill, Fire Ring,",8/2/2009,Park View Cabin#9,434,1,No,Accessible,Central,Central,Other,,,,,,
990,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#7,650,1,No,Non-Accessible,Central,Central,Other,,,,,,
991,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#8,628,1,No,Non-Accessible,Central,Central,Other,,,,,,
992,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#16,1026,1,No,Non-Accessible,Central,Central,Other,,,,,,
993,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Pedistal Grill, Fire Ring",8/2/2009,Park View Cabin#17,1010,1,No,Non-Accessible,Central,Central,Other,,,,,,
994,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,8/2/2009,Swim Beach Restroom,2469,1,No,Usable,None,None,Masonry/Concrete,,,,,,
995,Beavers Bend State Park,Other,,,,,Sno-Cone Stand Canoe Rental,8/2/2009,Sno-Cone Stand Canoe Rental,255,9999,No,Non-Accessible,None,None,Other,,,,,,
996,Beavers Bend State Park,Other,,,,,Mini Golf Hut,8/2/2009,Mini Golf Hut,733,1,No,Non-Accessible,Other,None,Other,,,,,,
997,Beavers Bend State Park,Storage Building,,,,,,8/2/2009,Storage Shed,176,9999,No,Non-Accessible,None,None,Other,,,,,,
998,Beavers Bend State Park,Storage Building,,,,,Building Name: Maintntenance Storage,8/2/2009,Paint Storage Bldg BY Main Maint Bldg,1031,1,No,Non-Accessible,Central,Central,Metal,,,,,,
999,Beavers Bend State Park,Storage Building,,,,,,8/2/2009,Storage Shed,285,1,No,Non-Accessible,None,None,Other,,,,,,
1000,Beavers Bend State Park,Storage Building,,,,,Area for Repair Work,8/2/2009,River Area Maint. BLDG,3756,1,No,Non-Accessible,Central,Central,,,,,,,
1001,Beavers Bend State Park,Residence,,,,,,8/2/2009,Employee Residence/Asst. MGR,2523,9999,No,Non-Accessible,Central,Central,Other,,,,,,
1002,Beavers Bend State Park,Residence,,,,,Residence General,8/4/2009,Employee Residence/MH,1922,1,No,Non-Accessible,Central,Central,Other,,,,,,
1003,Beavers Bend State Park,Storage Building,,,,,Repair Porch to Enter,8/4/2009,Linen and Storage BLDG by MH,539,1,No,Non-Accessible,None,None,Metal,,,,,,
1004,Beavers Bend State Park,Cabin,,,,,,10/21/2011,GC 2 Cabin U,476,2,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1005,Beavers Bend State Park,Cabin,,,,,,10/21/2011,GC 2 Cabin T,467,2,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1006,Beavers Bend State Park,Cabin,,,,,,10/21/2011,GC 2 Cabin S,462,2,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1007,Beavers Bend State Park,Cabin,,,,,,10/21/2011,GC 2 Cabin R,455,2,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1008,Beavers Bend State Park,Community Building,,,,,BN: GC 2 COMMUNITY BLDG,8/4/2009,GC 2 Community BLDG,2813,1,No,Usable,Central,Central,Other,,,,,,
1009,Beavers Bend State Park,Cabin,,,,,,8/4/2009,Upkeepers Residence,1171,2,No,Non-Accessible,Central,Central,Other,,,,,,
1011,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,Armadillo campground Men / Women,9/19/2009,Bathhouse,670,1,No,Accessible,Other,Other,Masonry/Concrete,,,,,,
1012,Beavers Bend State Park,Shelter/Pavilion,,,,,BN: ARMADILLO PICNIC SHELTER,9/19/2009,Armadillo Picnic Shelter,347,9999,No,Accessible,None,None,Other,,,,,,
1013,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,BN: Coyote Comfort Station,9/19/2009,Coyote Comfort Station,474,1,No,,Other,Other,Masonry/Concrete,,,,,,
1014,Beavers Bend State Park,Other,,,,,Porch BBQ,10/3/2009,Porch,213,9999,,Non-Accessible,,,,,,,,,
1015,Beavers Bend State Park,Park Office/Visitor Center,,,,,Should be a Square Building Grace,10/3/2009,Office New,581,9999,,Non-Accessible,,,Metal,,,,,,
1016,Beavers Bend State Park,Storage Building,,,,,Should be Rectangle,10/3/2009,,2051,9999,,,,,Metal,,,,,,
1017,Beavers Bend State Park,Other,,,,,Shed,10/3/2009,Shed,324,9999,,Non-Accessible,,,Metal,,,,,,
1018,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,10/3/2009,Marina Bathrooms,362,9999,No,Non-Accessible,None,None,Other,,,,,,
1019,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,10/3/2009,Marina Bathrooms,181,9999,No,Non-Accessible,None,None,Other,,,,,,
1020,Beavers Bend State Park,Residence,,,,,,10/3/2009,,1308,1,No,Non-Accessible,Central,Central,Other,,,,,,
1021,Beavers Bend State Park,Other,,,,,Private Residence Storage,10/3/2009,,323,9999,,,,,,,,,,,
1022,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,BN: DEER DRIVE COMFORT STATION,10/3/2009,Womens Bathroom,53,9999,No,,None,None,Other,,,,,,
1023,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,BN: DEER DRIVE COMFORT STATION,10/3/2009,Mens Bathroom,55,9999,No,,None,None,Other,,,,,,
1024,Beavers Bend State Park,Shelter/Pavilion,,,,,"Stone Masonry; Func_Other: Needs Repair / Has Electric, BN: ACORN PICNIC SHELTER",7/9/2009,YCAA Pavilion,402,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1025,Beavers Bend State Park,Storage Building,,,,,Camphost Storage,7/10/2009,Maint Bldg by Tennis Court,551,1,No,Non-Accessible,None,None,Other,,,,,,
1026,Beavers Bend State Park,Cabin,,,,,Cabin 3,7/11/2009,GC 1 Cabin C,463,1,No,Non-Accessible,Other,Other,Other,,,,,,
1027,Beavers Bend State Park,Cabin,,,,,Cabin 2,7/11/2009,GC 1 Cabin B,449,1,No,Non-Accessible,None,None,Other,,,,,,
1028,Beavers Bend State Park,Cabin,,,,,Cabin 1,7/11/2009,GC 1 Cabin A,428,1,No,Non-Accessible,None,None,Other,,,,,,
1029,Beavers Bend State Park,Cabin,,,,,Cabin 4,7/11/2009,GC 1 Cabin D,432,9999,No,Non-Accessible,Other,Other,Other,,,,,,
1030,Beavers Bend State Park,Cabin,,,,,Cabin 5,7/11/2009,GC 1 Cabin E,474,9999,No,Non-Accessible,Other,Other,Other,,,,,,
1031,Beavers Bend State Park,Cabin,,,,,BN: GC 1 CABINS F,7/11/2009,GC 1 Cabin F,440,9999,No,Non-Accessible,Other,Other,Other,,,,,,
1032,Beavers Bend State Park,Community Building,,,,,,7/11/2009,GC 1 Community BDLG,2008,1,No,Usable,Central,Central,Other,,,,,,
1033,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,7/11/2009,GC1 Bath House,735,9999,No,Usable,None,None,Other,,,,,,
1034,Beavers Bend State Park,Cabin,,,,,BN: GC 1 CABINS G,7/11/2009,GC 1 Cabin G,483,1,No,Non-Accessible,Other,Other,Other,,,,,,
1035,Beavers Bend State Park,Cabin,,,,,BN: GC 1 CABINS H,7/11/2009,GC 1 Cabin H,485,1,No,Non-Accessible,Other,Other,Other,,,,,,
1036,Beavers Bend State Park,Cabin,,,,,BN: GC 1 CABINS I,7/11/2009,GC 1 Cabin I,454,1,No,Non-Accessible,Other,Other,Other,,,,,,
1037,Beavers Bend State Park,Cabin,,,,,CABIN 10,7/11/2009,GC 1 Cabin J,502,1,No,Non-Accessible,None,None,Other,,,,,,
1038,Beavers Bend State Park,Cabin,,,,,CABINS 11,7/11/2009,GC 1 Cabin K,466,1,No,Non-Accessible,None,None,Other,,,,,,
1039,Beavers Bend State Park,Cabin,,,,,Cabin 12,7/11/2009,Cabin 12,461,1,No,Non-Accessible,None,None,Other,,,,,,
1040,Beavers Bend State Park,Shelter/Pavilion,,,,,Stage,7/11/2009,GC 1 Outdoor Classroom,200,9999,No,Non-Accessible,None,None,Other,,,,,,
1041,Beavers Bend State Park,Shelter/Pavilion,,,,,With Electric,7/10/2009,Buckeye CG Picnic Shelter,1693,9999,No,Usable,None,None,Other,,,,,,
1045,Beavers Bend State Park,Cabin,,,,,,7/10/2009,Park View Cabin#24,1995,1,No,Usable,Central,Central,Other,,,,,,
1046,Beavers Bend State Park,Cabin,,,,,,7/10/2009,Park View Cabin#25,2062,1,No,Usable,Central,Central,Other,,,,,,
1047,Beavers Bend State Park,Cabin,,,,,,7/10/2009,Park View Cabin#26,2123,1,No,Usable,Central,Central,Other,,,,,,
1048,Beavers Bend State Park,Cabin,,,,,,7/10/2009,Park View Cabin#27,2177,1,No,Usable,Central,Central,Other,,,,,,
1049,Beavers Bend State Park,Cabin,,,,,,7/10/2009,Park View Cabin#28,2203,1,No,Usable,Central,Central,,,,,,,
1050,Beavers Bend State Park,Cabin,,,,,,7/11/2009,River Front Cabin#47,1408,1,No,Non-Accessible,Central,Central,Other,,,,,,
1051,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",7/11/2009,River Front Cabin#46,1270,1,No,Usable,Central,Central,Other,,,,,,
1052,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",7/11/2009,River Front Cabin#45,1101,1,No,,Central,Central,Other,,,,,,
1053,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring, Pedastal",7/11/2009,River Front Cabin#44,1181,1,No,Usable,Central,Central,Other,,,,,,
1054,Beavers Bend State Park,Cabin,,,,,,7/11/2009,River Front Cabin#43,712,1,No,,Central,Central,,,,,,,
1055,Beavers Bend State Park,Shelter/Pavilion,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#48,1709,1,No,Accessible,Central,Central,Other,,,,,,
1056,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#42,1132,1,No,Usable,Central,Central,Other,,,,,,
1057,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Duplex#40/41,1276,1,No,Usable,Central,Central,Other,,,,,,
1058,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#37,1156,1,No,Usable,Central,Central,Other,,,,,,
1059,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#38,1085,1,No,Usable,Central,Central,Other,,,,,,
1060,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#37,1040,1,No,Usable,Central,Central,Other,,,,,,
1061,Beavers Bend State Park,Cabin,,,,,"Picnic Table, Fire Ring; Func_Other: Pedistal Grill",7/11/2009,River Front Cabin#36,1095,1,No,Usable,Central,Central,Other,,,,,,
1062,Beavers Bend State Park,Pit /Toilet,,,,,,,,224,1,No,,,,,,,,,,
1063,Beavers Bend State Park,Pit /Toilet,,,,,,,,284,1,No,,,,,,,,,,
1064,Beavers Bend State Park,Pit /Toilet,,,,,,,,28,1,No,,,,,,,,,,
1065,Beavers Bend State Park,Pit /Toilet,,,,,,,,19,1,No,,,,,,,,,,
1066,Beavers Bend State Park,Pit /Toilet,,,,,,,,75,1,No,,,,,,,,,,
1067,Beavers Bend State Park,Pit /Toilet,,,,,,,,130,1,No,,,,,,,,,,
1068,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,,,532,1,No,,,,,,,,,,
1069,Beavers Bend State Park,Bathhouse/Comfort Station,,,,,,,,585,1,No,,,,,,,,,,
1070,Beavers Bend State Park,Amphitheatre,,,,,,,,2525,1,No,,,,,,,,,,
1072,Beavers Bend State Park,Other,,,,,,,Broken Bow Hydroelectic Plant,74493,1,No,,,,,,,,,,
1073,Lake Murray State Park,Storage Building,,,,,Fuel and Flammable Storage,10/16/2010,Fuels,513,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1074,Lake Murray State Park,Storage Building,,,,,,3/26/2011,,263,1,No,Usable,Window Unit,None,Wood,,,,,,
1075,Beavers Bend State Park,Pit /Toilet,,,,,,10/22/2011,Blue Jay Vault Toilet,79,1,No,Accessible,None,None,Wood,,,,,,
1076,Beavers Bend State Park,Pit /Toilet,,,,,,10/22/2011,Blue Jay Vault Toilet,117,1,No,Accessible,None,None,Wood,,,,,,
1077,Keystone State Park,,,,,,Marina Office,11/30/2011,,1310,1,No,Usable,Central,Central,Metal,,,,,,
1078,Keystone State Park,Caf??/Restaurant,,,,,,11/30/2011,,2467,1,No,Usable,Central,Central,Metal,,,,,,
1079,Keystone State Park,,,,,,Boat Repair,11/30/2011,,10149,1,No,Accessible,Central,Central,Metal,,,,,,
1080,Beavers Bend State Park,Cabin,,,,,,10/21/2011,,904,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
1081,Lake Murray State Park,Residence,,,,,Vinyl Siding,2/10/2012,House,1212,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1082,Lake Murray State Park,Well House,,,,,Remove,2/10/2012,Well house,180,1,No,Non-Accessible,None,None,Wood,,,,,,
1083,Lake Murray State Park,Well House,,,,,,2/10/2012,Well house,220,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1084,Lake Murray State Park,Well House,,,,,,2/11/2012,Wellhouse,62,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1085,Sequoyah State Park,Clubhouse/Pro shop,,,,,Meeting House,2/21/2012,Golf Tournament Clubhouse,1530,1,No,Non-Accessible,None,None,Wood,,,,No,,
1086,Lake Thunderbird State Park,Pit /Toilet,,,,,,5/22/2012,,194,1,No,Usable,None,None,Metal,,,,,,
1087,Lake Thunderbird State Park,Well House,,,,,,5/22/2012,,185,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1088,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,Abandoned,5/22/2012,,243,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1089,Lake Thunderbird State Park,Pit /Toilet,,,,,,5/22/2012,,192,1,No,Usable,None,None,Metal,,,,,,
1090,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/22/2012,,554,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1091,Lake Thunderbird State Park,Pit /Toilet,,,,,,5/22/2012,,191,1,No,Usable,None,None,Metal,,,,,,
1092,Lake Thunderbird State Park,,,,,,Roof Missing,5/23/2012,,106,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1093,Lake Thunderbird State Park,,,,,,Observation Tower,5/23/2012,,48,1,No,Non-Accessible,None,None,Wood,,,,,,
1094,Lake Thunderbird State Park,Park Office/Visitor Center,,,,,,5/23/2012,,4456,1,No,Usable,Central,Central,Wood,,,,,,
1095,Lake Thunderbird State Park,Well House,,,,,,5/23/2012,,141,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1096,Lake Thunderbird State Park,Maintenance Building,,,,,,5/23/2012,,5164,1,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1097,Lake Thunderbird State Park,Residence,,,,,,5/23/2012,,1556,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1098,Lake Thunderbird State Park,Storage Building,,,,,,5/23/2012,,347,1,No,Non-Accessible,None,None,Wood,,,,,,
1099,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/23/2012,,860,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1100,Lake Thunderbird State Park,,,,,,Boat House,5/23/2012,Thunderbird Boathouse,3437,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
1101,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/23/2012,,2024,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1102,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/24/2012,,633,1,No,Accessible,None,None,Wood,,,,,,
1103,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/24/2012,,943,1,Yes,Usable,None,None,Masonry/Concrete,,,,,,
1104,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/24/2012,,906,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1105,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/24/2012,,1093,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1106,Lake Thunderbird State Park,Well House,,,,,,5/24/2012,,85,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1107,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/3/2012,,1038,1,No,Accessible,Central,Window Unit,Masonry/Concrete,,,,,,
1108,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/3/2012,,266,1,No,Usable,None,None,Combination,,,,,,
1109,Lake Thunderbird State Park,Nature Center,,,,,,5/3/2012,,3479,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
1110,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/3/2012,,871,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1111,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/3/2012,,1178,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1112,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/15/2012,Critter Alley Bath House,840,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1113,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/15/2012,,597,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1114,Lake Thunderbird State Park,Residence,,,,,,5/15/2012,Residence,3147,1,No,Usable,Central,Central,Wood,,,,,,
1115,Lake Thunderbird State Park,,,,,,Marina,5/15/2012,Calypso Cove Marine,3903,1,No,Usable,Central,Central,Metal,,,,,,
1116,Lake Thunderbird State Park,Maintenance Building,,,,,,5/15/2012,Maintenance,3994,1,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1117,Lake Thunderbird State Park,Residence,,,,,,5/15/2012,,1876,1,No,Usable,Central,Central,Wood,,,,,,
1118,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/15/2012,,627,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1119,Lake Thunderbird State Park,,,,,,Haunted House ?,5/16/2012,Black Hole,382,1,No,Non-Accessible,None,None,Wood,,,,,,
1120,Lake Thunderbird State Park,,,,,,Electric,5/16/2012,,309,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1121,Lake Thunderbird State Park,,,,,,,5/16/2012,,85,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1122,Lake Thunderbird State Park,Stable,,,,,Stable,5/16/2012,Stable,1580,1,No,Non-Accessible,None,None,Metal,,,,,,
1123,Lake Thunderbird State Park,Caf??/Restaurant,,,,,Cafe,5/16/2012,,4444,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1124,Lake Thunderbird State Park,Storage Building,,,,,,5/16/2012,,361,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1125,Lake Thunderbird State Park,Residence,,,,,,5/16/2012,,2211,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1126,Lake Thunderbird State Park,Residence,,,,,Garage,5/16/2012,,1297,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1127,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/16/2012,,1180,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1128,Lake Thunderbird State Park,Well House,,,,,,5/16/2012,,104,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1129,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,796,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1130,Lake Thunderbird State Park,,,,,,,5/17/2012,,105,1,No,Usable,None,None,Wood,,,,,,
1131,Lake Thunderbird State Park,Well House,,,,,,5/17/2012,,207,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1132,Lake Thunderbird State Park,Other,,,,,Guard Shack,5/17/2012,,251,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1133,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,1200,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1134,Lake Thunderbird State Park,,,,,,,5/17/2012,,113,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1135,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,1040,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1136,Lake Thunderbird State Park,Bathhouse/Comfort Station,,,,,,5/17/2012,,940,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1137,Lake Thunderbird State Park,Pit /Toilet,,,,,,5/17/2012,,168,1,No,Usable,None,None,Metal,,,,,,
1138,Alabaster Caverns State Park,Bathhouse/Comfort Station,,,,,,5/29/2012,,881,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1139,Alabaster Caverns State Park,Other,,,,,Field Shower,5/29/2012,,136,1,No,Non-Accessible,None,None,Wood,,,,,,
1140,Alabaster Caverns State Park,Bathhouse/Comfort Station,,,,,,5/31/2012,,1192,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1141,Alabaster Caverns State Park,Residence,,,,,,5/31/2012,Residence,1792,1,No,Usable,Central,Central,Wood,,,,,,
1142,Alabaster Caverns State Park,Storage Building,,,,,,5/31/2012,Work Shed,536,1,No,Usable,None,None,Wood,,,,,,
1143,Alabaster Caverns State Park,Storage Building,,,,,,5/31/2012,Work Shed,310,1,No,Usable,None,None,Wood,,,,,,
1144,Alabaster Caverns State Park,Storage Building,,,,,,5/31/2012,,234,1,No,Non-Accessible,None,None,Wood,,,,,,
1145,Alabaster Caverns State Park,Park Office/Visitor Center,,,,,,5/31/2012,Office,2465,1,No,Usable,Central,Central,Wood,,,,,,
1146,Alabaster Caverns State Park,Storage Building,,,,,,5/31/2012,,179,1,No,Usable,None,None,Metal,,,,,,
1147,Alabaster Caverns State Park,Residence,,,,,,5/31/2012,,546,1,No,Non-Accessible,Window Unit,Window Unit,Combination,,,,,,
1148,Alabaster Caverns State Park,Storage Building,Keep,Metal,No,Yes,,5/31/2012,,2779,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1149,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,10,719,1,No,Non-Accessible,None,None,Wood,,,,,,
1150,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,8,660,1,No,Non-Accessible,None,None,Wood,,,,,,
1151,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,9,743,1,No,Non-Accessible,None,None,Wood,,,,,,
1152,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,7,742,1,No,Non-Accessible,None,None,Wood,,,,,,
1153,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,6,670,1,No,Non-Accessible,None,None,Wood,,,,,,
1154,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,5,718,1,No,Non-Accessible,None,None,Wood,,,,,,
1155,Black Mesa Nature Preserve,Bathhouse/Comfort Station,,,,,,6/7/2012,,894,1,No,Usable,None,None,Combination,,,,,,
1156,Black Mesa Nature Preserve,Maintenance Building,,,,,,6/7/2012,,95,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1157,Black Mesa Nature Preserve,Community Building,,,,,,6/7/2012,,3747,1,No,Accessible,Central,Central,Combination,,,,,,
1158,Black Mesa Nature Preserve,Bathhouse/Comfort Station,,,,,,6/7/2012,,787,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1159,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,,723,1,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1160,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,1,690,1,No,Usable,None,None,Wood,,,,,,
1161,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,2,696,1,No,Usable,None,None,Wood,,,,,,
1162,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,3,691,1,No,Usable,None,None,Wood,,,,,,
1163,Black Mesa Nature Preserve,Cabin,,,,,,6/7/2012,4,682,1,No,Usable,None,None,Wood,,,,,,
1164,Black Mesa Nature Preserve,Storage Building,,,,,,6/7/2012,,147,1,No,Non-Accessible,None,None,Metal,,,,,,
1165,Black Mesa Nature Preserve,Residence,,,,,,6/7/2012,,2323,1,No,Usable,Central,Central,Wood,,,,,,
1166,Black Mesa Nature Preserve,Maintenance Building,,,,,,6/7/2012,,1791,1,No,Usable,None,None,Masonry/Concrete,,,,,,
1167,Black Mesa Nature Preserve,Storage Building,,,,,,6/7/2012,,149,1,No,Non-Accessible,None,None,Wood,,,,,,
1168,Black Mesa Nature Preserve,Pit /Toilet,,,,,,6/7/2012,,124,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1169,Black Mesa Nature Preserve,Storage Building,,,,,,6/7/2012,,161,1,No,Non-Accessible,None,None,Wood,,,,,,
