OBJECTID,Park_Name,MSName,ServType,Drive,Amps,CampName,InService,CampstNumb,Overnight,Day_use,PicnicT,PT_Cndtn,PT_HC_Accs,PT_Mterial,Grill,GrllCndtn,GrlHC_Accs,Grill_type,CampType,CampHC_Acs,CampPrxmty,Surface,PadCndtn,ElctHokup,ElctCndtn,AreaWater,WatHookup,WaterCndtn,Water_type,SewerHokup,Sew_Cndtn,SewerCover,Shade,Fr_rin_pit,Fr_HC_Aces,LnternPost,InspctDate,Comment,MSType
5163,Lake Murray State Park,MS007,RV 50S,Pull-Thru,50 Amp,Martin's Landing,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5164,Lake Murray State Park,MS008,RV 50F,Back-In,50 Amp,Martin's Landing,Yes,8,Yes,No,Yes,Keep,Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5165,Lake Murray State Park,MS004,RV 50F,Back-In,50 Amp,Martin's Landing,Yes,RV 4,Yes,No,Yes,Keep,Accessible,Metal,Yes,Keep,Accessible,Pedestal,Semi-Modern,Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5166,Lake Murray State Park,,RV 50F,Back-In,50 Amp,Martin's Landing,No,2,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Accessible,Pedestal,Semi-Modern,Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,12/17/2019,length 55 ft,RV
5167,Lake Murray State Park,MS001,RV 50F,Back-In,50 Amp,Martin's Landing,Yes,1,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Accessible,Pedestal,Semi-Modern,Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5168,Lake Murray State Park,MS045,Tent,,,Martin's Landing,Yes,45,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5169,Lake Murray State Park,MS046,Tent,,,Martin's Landing,Yes,46,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5170,Lake Murray State Park,MS047,Tent,,,Martin's Landing,Yes,47,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5171,Lake Murray State Park,MS048,Tent,,,Martin's Landing,Yes,48,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5172,Lake Murray State Park,MS049,Tent,,,Martin's Landing,Yes,49,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5173,Lake Murray State Park,MS050,Tent,,,Martin's Landing,Yes,50,Yes,No,Yes,Repair,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5174,Lake Murray State Park,MS051,Tent,,,Martin's Landing,Yes,51,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5175,Lake Murray State Park,MS052,Tent,,,Martin's Landing,Yes,52,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5176,Lake Murray State Park,MS053,Tent,,,Martin's Landing,Yes,53,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,"This may be a day use, unsure",Tent
5177,Lake Murray State Park,MS011,RV 50S,Pull-Thru,50 Amp,Martin's Landing,Yes,11,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5178,Lake Murray State Park,MS018,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,18,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,,Pedestal,Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,,Yes,Keep,,No,,,Partial,Yes,Accessible,Yes,12/17/2019,,RV
5179,Lake Murray State Park,TP015,RV 30S,Back-In,30 Amp,Tipps Point,Yes,15,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5180,Lake Murray State Park,TP017,RV 30S,Back-In,30 Amp,Tipps Point,Yes,17,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5181,Lake Murray State Park,TP011,RV 30S,Back-In,30 Amp,Tipps Point,Yes,11,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,,RV
5182,Lake Murray State Park,TP005,RV 30S,Back-In,30 Amp,Tipps Point,Yes,5,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5183,Lake Murray State Park,TP025,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,25,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5184,Lake Murray State Park,TP026,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,26,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5185,Lake Murray State Park,TP014,RV 30S,Back-In,30 Amp,Tipps Point,Yes,14,Yes,No,Yes,Repair,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5186,Lake Murray State Park,TP013,RV 30S,Back-In,30 Amp,Tipps Point,Yes,13,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5187,Lake Murray State Park,TP019,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,19,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,,RV
5188,Lake Murray State Park,TP021,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,21,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5189,Lake Murray State Park,TP008,RV 30S,Back-In,30 Amp,Tipps Point,Yes,8,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5190,Lake Murray State Park,TP009,RV 30S,Back-In,30 Amp,Tipps Point,Yes,9,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5191,Lake Murray State Park,TP027,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,27,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5192,Lake Murray State Park,TP004,RV 30S,Back-In,30 Amp,Tipps Point,Yes,4,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5193,Lake Murray State Park,TP012,RV 30S,Back-In,30 Amp,Tipps Point,Yes,12,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5194,Lake Murray State Park,,RV 50F,Pull-Thru,50 Amp,Tipps Point,No,RV 28,Yes,No,Yes,,,,Yes,,,,,,,,,Yes,,,Yes,,,Yes,Keep,Screw,,Yes,,,12/18/2019,No Additional Information,RV
5195,Lake Murray State Park,TP010,RV 30S,Back-In,30 Amp,Tipps Point,Yes,10,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5196,Lake Murray State Park,TP007,RV 30S,Back-In,30 Amp,Tipps Point,Yes,7,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5197,Lake Murray State Park,TP022,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,22,Yes,No,Yes,,,,Yes,,,Ground-Tilt Back,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5198,Lake Murray State Park,TP006,RV 30S,Back-In,30 Amp,Tipps Point,Yes,6,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5199,Lake Murray State Park,TP024,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,24,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5200,Lake Murray State Park,TP023,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,23,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/18/2019,,RV
5201,Lake Murray State Park,TP020,RV 30S,Pull-Thru,30 Amp,Tipps Point,Yes,20,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,,RV
5202,Lake Murray State Park,TP016,RV 30S,Back-In,30 Amp,Tipps Point,Yes,16,Yes,No,Yes,Repair,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5203,Lake Murray State Park,TP018,RV 30S,Back-In,30 Amp,Tipps Point,Yes,18,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5204,Lake Murray State Park,TP003,RV 30S,Back-In,30 Amp,Tipps Point,Yes,3,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5205,Lake Murray State Park,TP002,RV 30S,Back-In,30 Amp,Tipps Point,Yes,2,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5206,Lake Murray State Park,TP001,RV 30S,Back-In,30 Amp,Tipps Point,Yes,1,Yes,No,Yes,,,,Yes,,,,Semi-Modern,,,,,Yes,,,Yes,,,No,,,,Yes,,Yes,12/17/2019,Campsite,RV
5207,Beavers Bend State Park,DR019,Tent,,,Deer,Yes,DR019,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5208,Beavers Bend State Park,DR015,Tent,,,Deer,Yes,DR015,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5209,Beavers Bend State Park,DR014,Tent,,,Deer,Yes,DR014,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5210,Beavers Bend State Park,DR008,Tent,,,Deer,Yes,DR008,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5211,Beavers Bend State Park,DR009,Tent,,,Deer,Yes,DR009,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5212,Beavers Bend State Park,DR010,Tent,,,Deer,Yes,DR010,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5213,Beavers Bend State Park,DR011,Tent,,,Deer,Yes,DR011,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5214,Beavers Bend State Park,EG006,Tent,,,Eagle Drive,Yes,EG006,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5215,Beavers Bend State Park,EG007,Tent,,,Eagle Drive,Yes,EG007,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5216,Beavers Bend State Park,EG008,Tent,,,Eagle Drive,Yes,EG008,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5217,Beavers Bend State Park,DW012,Tent,,,Dogwood Campground,Yes,DW012,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Accessible,Riverside,,,,,,,,,,,,,Yes,Accessible,No,11/1/2020,,Tent
5218,Beavers Bend State Park,DW013,Tent,,,Dogwood Campground,Yes,DW013,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Unimproved,Accessible,Riverside,,,,,,,,,,,,,Yes,Accessible,No,11/1/2020,,Tent
5220,Grand Lake State Park (Bernice Area),BP001,Tent,,,Bernice State Park,Yes,1,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
5221,Lake Thunderbird State Park,CAT03,Tent,,,Critter Ally,Yes,CAT03,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
5222,Lake Thunderbird State Park,CAT04,Tent,,,Critter Ally,Yes,CAT04,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,,Tent
5223,Lake Thunderbird State Park,CAT07,Tent,,,Critter Ally,Yes,CAT07,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
6021,Foss State Park,PCT02,Tent,,,Panther Creek,Yes,2,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6419,Lake Thunderbird State Park,CBT14,Tent,,,Clear Bay Point,Yes,CBT14,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
6420,Lake Thunderbird State Park,CBT13,Tent,,,Clear Bay Point,Yes,CBT13,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
6421,Lake Thunderbird State Park,CBT12,Tent,,,Clear Bay Point,Yes,CBT12,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
6422,Lake Thunderbird State Park,CBT11,Tent,,,Clear Bay Point,Yes,CBT11,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,Shade Partial to None,Tent
6423,Lake Thunderbird State Park,CBT03,Tent,,,Clear Bay Point,Yes,CBT03,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,,Tent
6424,Lake Thunderbird State Park,LST01,Tent,,,Little Sandy,Yes,1,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6425,Lake Thunderbird State Park,LST32,Tent,,,Little Sandy,Yes,32,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6426,Lake Thunderbird State Park,LST31,Tent,,,Little Sandy,Yes,31,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6427,Lake Thunderbird State Park,LST30,Tent,,,Little Sandy,Yes,30,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6429,Lake Thunderbird State Park,HET18,Tent,,,Hog Creek East,Yes,18,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6430,Lake Thunderbird State Park,HET17,Tent,,,Hog Creek East,Yes,17,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6431,Lake Thunderbird State Park,HWT15,Tent,,,Hog Creek West,Yes,15,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6432,Lake Thunderbird State Park,HWT09,Tent,,,Hog Creek West,Yes,9,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6433,Lake Thunderbird State Park,HWT07,Tent,,,Hog Creek West,Yes,7,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6434,Lake Thunderbird State Park,HWT10,Tent,,,Hog Creek West,Yes,10,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6435,Lake Thunderbird State Park,HWT05,Tent,,,Hog Creek West,Yes,5,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6436,Lake Thunderbird State Park,HWT20,Tent,,,Hog Creek West,Yes,20,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6437,Lake Thunderbird State Park,HWT14,Tent,,,Hog Creek West,Yes,14,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6438,Lake Thunderbird State Park,NST08,Tent,,,North Sentinel,Yes,8,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,,Tent
6440,Lake Thunderbird State Park,NST09,Tent,,,North Sentinel,Yes,9,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,None,,,,11/1/2020,,Tent
6819,Foss State Park,OLT07,Tent,,,Scenic Overlook,Yes,7,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6820,Foss State Park,OLT02,Tent,,,Scenic Overlook,Yes,2,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6821,Foss State Park,OLT03,Tent,,,Scenic Overlook,Yes,3,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6822,Foss State Park,OLT04,Tent,,,Scenic Overlook,Yes,4,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6823,Foss State Park,OLT05,Tent,,,Scenic Overlook,Yes,5,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6824,Foss State Park,OLT06,Tent,,,Scenic Overlook,Yes,6,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6825,Foss State Park,CHT04,Tent,,,Chinaberry,Yes,4,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
6826,Foss State Park,CW040,RV 50S,Back-In,50 Amp,Cottonwood,Yes,40,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,,,,,,,,,,,No,,,,,,Yes,11/1/2020,Max length: 50ft,RV
6827,Great Plains State Park,T0024,Tent,,,Otter Creek Campground,Yes,24,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Lakeside,,,,,,,,,,,,,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6828,Great Plains State Park,T0020,Tent,,,Otter Creek Campground,Yes,20,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Lakeside,,,,,,,,,,,,,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6829,Great Plains State Park,T0019,Tent,,,Otter Creek Campground,Yes,19,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Lakeside,,,,,,,,,,,,,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6830,Great Plains State Park,T0017,Tent,,,Mountain Shade Tent,Yes,17,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Lakeside,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6831,Great Plains State Park,T0018,Tent,,,Mountain Shade Tent,Yes,18,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Lakeside,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6832,Great Plains State Park,T0034,Tent,,,Mountain Shade Tent,Yes,34,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Interior,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6833,Great Plains State Park,T0033,Tent,,,Mountain Shade Tent,Yes,33,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Interior,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6834,Great Plains State Park,T0032,Tent,,,Mountain Shade Tent,Yes,32,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Interior,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6835,Great Plains State Park,T0031,Tent,,,Mountain Shade Tent,Yes,31,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Interior,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
6836,Great Plains State Park,T0030,Tent,,,Mountain Shade Tent,Yes,30,Yes,No,,,,,,,,,Unimproved,Non-Accessible,Interior,,,,,,,,,,,,Partial,Yes,Non-Accessible,Yes,11/1/2020,,Tent
7219,Foss State Park,OLT01,Tent,,,Scenic Overlook,Yes,1,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7619,Grand Lake State Park (Bernice Area),BP019,Tent,,,Bernice State Park,Yes,19,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7620,Grand Lake State Park (Bernice Area),BP018,Tent,,,Bernice State Park,Yes,18,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7621,Grand Lake State Park (Bernice Area),BP017,Tent,,,Bernice State Park,Yes,17,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7622,Grand Lake State Park (Bernice Area),BP016,Tent,,,Bernice State Park,Yes,16,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7623,Grand Lake State Park (Bernice Area),BP020,Tent,,,Bernice State Park,Yes,20,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7624,Grand Lake State Park (Bernice Area),BP011,Tent,,,Bernice State Park,Yes,11,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7625,Grand Lake State Park (Bernice Area),BP012,Tent,,,Bernice State Park,Yes,12,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7626,Grand Lake State Park (Bernice Area),BP015,Tent,,,Bernice State Park,Yes,15,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7627,Grand Lake State Park (Bernice Area),BP013,Tent,,,Bernice State Park,Yes,13,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7628,Grand Lake State Park (Bernice Area),BP014,Tent,,,Bernice State Park,Yes,14,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7629,Grand Lake State Park (Bernice Area),BP010,Tent,,,Bernice State Park,Yes,10,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7630,Grand Lake State Park (Bernice Area),BP009,Tent,,,Bernice State Park,Yes,9,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7631,Grand Lake State Park (Bernice Area),BP008,Tent,,,Bernice State Park,Yes,8,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7632,Grand Lake State Park (Bernice Area),BP007,Tent,,,Bernice State Park,Yes,7,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7633,Grand Lake State Park (Bernice Area),BP006,Tent,,,Bernice State Park,Yes,6,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7634,Grand Lake State Park (Bernice Area),BP005,Tent,,,Bernice State Park,Yes,5,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7635,Grand Lake State Park (Bernice Area),BP004,Tent,,,Bernice State Park,Yes,4,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7636,Grand Lake State Park (Bernice Area),BP003,Tent,,,Bernice State Park,Yes,3,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7637,Grand Lake State Park (Bernice Area),BP002,Tent,,,Bernice State Park,Yes,2,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7639,Grand Lake State Park (Bernice Area),BP023,Tent,,,Bernice State Park,Yes,23,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7640,Grand Lake State Park (Bernice Area),BP021,Tent,,,Bernice State Park,Yes,21,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
7641,Grand Lake State Park (Bernice Area),BP025,Tent,,,Bernice State Park,Yes,25,Yes,No,,,,,,,,,Unimproved,,,,,,,,,,,,,,,,,,11/1/2020,,Tent
